Archivo,Profesor,Grupo,Materia,Horas_Semana,Dia,Hora_Inicio,Hora_Fin,Bloque_Horario,Salon,Tipo_Salon,Piso,Es_Invalido,Es_Primer_Semestre
01_Horario_Inicial,PROFESOR 4,8509/B,INTELIGENCIA ARTIFICIAL,4,Jueves,16:17,16:18,1617,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 4,4506/C,TALLER DE SISTEMAS OPERATIVOS,4,Lunes,17:18,17:19,1718,LBD,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 4,4506/C,TALLER DE SISTEMAS OPERATIVOS,4,Martes,17:18,17:19,1718,LBD,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 4,4506/C,TALLER DE SISTEMAS OPERATIVOS,4,Miercoles,17:18,17:19,1718,LBD,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 4,4506/C,TALLER DE SISTEMAS OPERATIVOS,4,Jueves,17:18,17:19,1718,LBD,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 5,5505/D,GRAFICACIÓN,4,Lunes,14:15,14:16,1415,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 5,5505/D,GRAFICACIÓN,4,Martes,14:15,14:16,1415,FF1,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 5,5505/D,GRAFICACIÓN,4,Miercoles,14:15,14:16,1415,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 5,5505/D,GRAFICACIÓN,4,Jueves,14:15,14:16,1415,FF1,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 5,5115/A,GRAFICACIÓN,4,Lunes,17:18,17:19,1718,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 5,5115/A,GRAFICACIÓN,4,Martes,17:18,17:19,1718,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 5,5115/A,GRAFICACIÓN,4,Miercoles,17:18,17:19,1718,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 5,5115/A,GRAFICACIÓN,4,Jueves,17:18,17:19,1718,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 6,750D/A,PROGRAMACIÓN WEB,5,Lunes,12:13,12:14,1213,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 6,750D/A,PROGRAMACIÓN WEB,5,Martes,12:13,12:14,1213,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 6,750D/A,PROGRAMACIÓN WEB,5,Miercoles,12:13,12:14,1213,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 6,750D/A,PROGRAMACIÓN WEB,5,Jueves,12:13,12:14,1213,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 6,750D/A,PROGRAMACIÓN WEB,5,Viernes,12:13,12:14,1213,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 6,7501/B,LENGUAJES Y AUTÓMATAS II,5,Lunes,13:14,13:15,1314,FF4,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 6,7501/B,LENGUAJES Y AUTÓMATAS II,5,Martes,13:14,13:15,1314,FF4,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 6,7501/B,LENGUAJES Y AUTÓMATAS II,5,Miercoles,13:14,13:15,1314,FF4,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 6,7501/B,LENGUAJES Y AUTÓMATAS II,5,Jueves,13:14,13:15,1314,FF4,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 6,7501/B,LENGUAJES Y AUTÓMATAS II,5,Viernes,13:14,13:15,1314,FF4,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 7,7501/C,LENGUAJES Y AUTÓMATAS II,5,Lunes,08:09,08:10,0809,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,7501/C,LENGUAJES Y AUTÓMATAS II,5,Martes,08:09,08:10,0809,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,7501/C,LENGUAJES Y AUTÓMATAS II,5,Miercoles,08:09,08:10,0809,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,7501/C,LENGUAJES Y AUTÓMATAS II,5,Jueves,08:09,08:10,0809,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,7501/C,LENGUAJES Y AUTÓMATAS II,5,Viernes,08:09,08:10,0809,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,6501/B,LENGUAJES Y AUTÓMATAS I,5,Lunes,15:16,15:17,1516,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 7,6501/B,LENGUAJES Y AUTÓMATAS I,5,Martes,15:16,15:17,1516,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,6501/B,LENGUAJES Y AUTÓMATAS I,5,Miercoles,15:16,15:17,1516,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 7,6501/B,LENGUAJES Y AUTÓMATAS I,5,Jueves,15:16,15:17,1516,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,6501/B,LENGUAJES Y AUTÓMATAS I,5,Viernes,15:16,15:17,1516,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,6501/C,LENGUAJES Y AUTÓMATAS I,5,Lunes,17:18,17:19,1718,FFA,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,6501/C,LENGUAJES Y AUTÓMATAS I,5,Martes,17:18,17:19,1718,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 7,6501/C,LENGUAJES Y AUTÓMATAS I,5,Miercoles,17:18,17:19,1718,FFA,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,6501/C,LENGUAJES Y AUTÓMATAS I,5,Jueves,17:18,17:19,1718,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 7,6501/C,LENGUAJES Y AUTÓMATAS I,5,Viernes,17:18,17:19,1718,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 7,6501/D,LENGUAJES Y AUTÓMATAS I,5,Lunes,18:19,18:20,1819,FFD,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,6501/D,LENGUAJES Y AUTÓMATAS I,5,Martes,18:19,18:20,1819,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 7,6501/D,LENGUAJES Y AUTÓMATAS I,5,Miercoles,18:19,18:20,1819,FFD,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 7,6501/D,LENGUAJES Y AUTÓMATAS I,5,Jueves,18:19,18:20,1819,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 7,6501/D,LENGUAJES Y AUTÓMATAS I,5,Viernes,18:19,18:20,1819,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 8,6504/B,ADMINISTRACIÓN DE BASE DE DATOS,5,Lunes,10:11,10:12,1011,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 8,6504/B,ADMINISTRACIÓN DE BASE DE DATOS,5,Martes,10:11,10:12,1011,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 8,6504/B,ADMINISTRACIÓN DE BASE DE DATOS,5,Miercoles,10:11,10:12,1011,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 8,6504/B,ADMINISTRACIÓN DE BASE DE DATOS,5,Jueves,10:11,10:12,1011,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 8,6504/B,ADMINISTRACIÓN DE BASE DE DATOS,5,Viernes,10:11,10:12,1011,FF4,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 8,6506/B,INGENIERÍA DE SOFTWARE,5,Lunes,11:12,11:13,1112,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 8,6506/B,INGENIERÍA DE SOFTWARE,5,Martes,11:12,11:13,1112,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 8,6506/B,INGENIERÍA DE SOFTWARE,5,Miercoles,11:12,11:13,1112,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 8,6506/B,INGENIERÍA DE SOFTWARE,5,Jueves,11:12,11:13,1112,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 8,6506/B,INGENIERÍA DE SOFTWARE,5,Viernes,11:12,11:13,1112,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 8,6504/A,ADMINISTRACIÓN DE BASE DE DATOS,5,Lunes,12:13,12:14,1213,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 8,6504/A,ADMINISTRACIÓN DE BASE DE DATOS,5,Martes,12:13,12:14,1213,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 8,6504/A,ADMINISTRACIÓN DE BASE DE DATOS,5,Miercoles,12:13,12:14,1213,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 8,6504/A,ADMINISTRACIÓN DE BASE DE DATOS,5,Jueves,12:13,12:14,1213,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 8,6504/A,ADMINISTRACIÓN DE BASE DE DATOS,5,Viernes,12:13,12:14,1213,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 9,6506/A,INGENIERÍA DE SOFTWARE,5,Lunes,08:09,08:10,0809,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,6506/A,INGENIERÍA DE SOFTWARE,5,Martes,08:09,08:10,0809,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,6506/A,INGENIERÍA DE SOFTWARE,5,Miercoles,08:09,08:10,0809,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,6506/A,INGENIERÍA DE SOFTWARE,5,Jueves,08:09,08:10,0809,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,6506/A,INGENIERÍA DE SOFTWARE,5,Viernes,08:09,08:10,0809,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,5506/A,FUNDAMENTOS DE INGENIERÍA DE SOFTWARE,4,Lunes,09:10,09:11,0910,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,5506/A,FUNDAMENTOS DE INGENIERÍA DE SOFTWARE,4,Martes,09:10,09:11,0910,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,5506/A,FUNDAMENTOS DE INGENIERÍA DE SOFTWARE,4,Miercoles,09:10,09:11,0910,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,5506/A,FUNDAMENTOS DE INGENIERÍA DE SOFTWARE,4,Jueves,09:10,09:11,0910,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,7504/C,TALLER DE INVESTIGACIÓN I,4,Lunes,11:12,11:13,1112,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 9,7504/C,TALLER DE INVESTIGACIÓN I,4,Martes,11:12,11:13,1112,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 9,7504/C,TALLER DE INVESTIGACIÓN I,4,Miercoles,11:12,11:13,1112,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 9,7504/C,TALLER DE INVESTIGACIÓN I,4,Jueves,11:12,11:13,1112,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 9,5506/C,FUNDAMENTOS DE INGENIERÍA DE SOFTWARE,4,Lunes,13:14,13:15,1314,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,5506/C,FUNDAMENTOS DE INGENIERÍA DE SOFTWARE,4,Martes,13:14,13:15,1314,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,5506/C,FUNDAMENTOS DE INGENIERÍA DE SOFTWARE,4,Miercoles,13:14,13:15,1314,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,5506/C,FUNDAMENTOS DE INGENIERÍA DE SOFTWARE,4,Jueves,13:14,13:15,1314,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 9,7504/B,TALLER DE INVESTIGACIÓN I,4,Lunes,14:15,14:16,1415,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 9,7504/B,TALLER DE INVESTIGACIÓN I,4,Martes,14:15,14:16,1415,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 9,7504/B,TALLER DE INVESTIGACIÓN I,4,Miercoles,14:15,14:16,1415,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 9,7504/B,TALLER DE INVESTIGACIÓN I,4,Jueves,14:15,14:16,1415,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 10,4504/A,FUNDAMENTOS DE BASE DE DATOS,5,Lunes,09:10,09:11,0910,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 10,4504/A,FUNDAMENTOS DE BASE DE DATOS,5,Martes,09:10,09:11,0910,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 10,4504/A,FUNDAMENTOS DE BASE DE DATOS,5,Miercoles,09:10,09:11,0910,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 10,4504/A,FUNDAMENTOS DE BASE DE DATOS,5,Jueves,09:10,09:11,0910,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 10,4504/A,FUNDAMENTOS DE BASE DE DATOS,5,Viernes,09:10,09:11,0910,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 10,5504/C,TALLER DE BASE DE DATOS,4,Lunes,10:11,10:12,1011,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 10,5504/C,TALLER DE BASE DE DATOS,4,Martes,10:11,10:12,1011,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 10,5504/C,TALLER DE BASE DE DATOS,4,Miercoles,10:11,10:12,1011,LCA,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 10,5504/C,TALLER DE BASE DE DATOS,4,Jueves,10:11,10:12,1011,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 11,4504/B,FUNDAMENTOS DE BASE DE DATOS,5,Lunes,11:12,11:13,1112,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 11,4504/B,FUNDAMENTOS DE BASE DE DATOS,5,Martes,11:12,11:13,1112,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 11,4504/B,FUNDAMENTOS DE BASE DE DATOS,5,Miercoles,11:12,11:13,1112,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 11,4504/B,FUNDAMENTOS DE BASE DE DATOS,5,Jueves,11:12,11:13,1112,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 11,4504/B,FUNDAMENTOS DE BASE DE DATOS,5,Viernes,11:12,11:13,1112,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 11,4114/A,FUNDAMENTOS DE BASE DE DATOS,5,Lunes,12:13,12:14,1213,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 11,4114/A,FUNDAMENTOS DE BASE DE DATOS,5,Martes,12:13,12:14,1213,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 11,4114/A,FUNDAMENTOS DE BASE DE DATOS,5,Miercoles,12:13,12:14,1213,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 11,4114/A,FUNDAMENTOS DE BASE DE DATOS,5,Jueves,12:13,12:14,1213,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 11,4114/A,FUNDAMENTOS DE BASE DE DATOS,5,Viernes,12:13,12:14,1213,AV2,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 12,5504/B,TALLER DE BASE DE DATOS,4,Lunes,13:14,13:15,1314,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 12,5504/B,TALLER DE BASE DE DATOS,4,Martes,13:14,13:15,1314,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 12,5504/B,TALLER DE BASE DE DATOS,4,Miercoles,13:14,13:15,1314,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 12,5504/B,TALLER DE BASE DE DATOS,4,Jueves,13:14,13:15,1314,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 12,5504/A,TALLER DE BASE DE DATOS,4,Lunes,14:15,14:16,1415,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 12,5504/A,TALLER DE BASE DE DATOS,4,Martes,14:15,14:16,1415,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 12,5504/A,TALLER DE BASE DE DATOS,4,Miercoles,14:15,14:16,1415,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 12,5504/A,TALLER DE BASE DE DATOS,4,Jueves,14:15,14:16,1415,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 12,4504/C,FUNDAMENTOS DE BASE DE DATOS,5,Lunes,15:16,15:17,1516,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 12,4504/C,FUNDAMENTOS DE BASE DE DATOS,5,Martes,15:16,15:17,1516,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 12,4504/C,FUNDAMENTOS DE BASE DE DATOS,5,Miercoles,15:16,15:17,1516,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 12,4504/C,FUNDAMENTOS DE BASE DE DATOS,5,Jueves,15:16,15:17,1516,FFB,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 12,4504/C,FUNDAMENTOS DE BASE DE DATOS,5,Viernes,15:16,15:17,1516,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 12,5114/A,TALLER DE BASE DE DATOS,4,Lunes,16:17,16:18,1617,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 12,5114/A,TALLER DE BASE DE DATOS,4,Martes,16:17,16:18,1617,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 12,5114/A,TALLER DE BASE DE DATOS,4,Miercoles,16:17,16:18,1617,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 12,5114/A,TALLER DE BASE DE DATOS,4,Jueves,16:17,16:18,1617,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 12,2531/E,PROGRAMACIÓN,4,Lunes,18:19,18:20,1819,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 12,2531/E,PROGRAMACIÓN,4,Martes,18:19,18:20,1819,LCG2,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 12,2531/E,PROGRAMACIÓN,4,Miercoles,18:19,18:20,1819,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 12,2531/E,PROGRAMACIÓN,4,Jueves,18:19,18:20,1819,LCG2,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 13,1502/B,FUNDAMENTOS DE PROGRAMACIÓN,5,Lunes,09:10,09:11,0910,FF3,Teoría,Planta Baja,0,1
01_Horario_Inicial,PROFESOR 13,1502/B,FUNDAMENTOS DE PROGRAMACIÓN,5,Martes,09:10,09:11,0910,FF3,Teoría,Planta Baja,0,1
01_Horario_Inicial,PROFESOR 13,1502/B,FUNDAMENTOS DE PROGRAMACIÓN,5,Miercoles,09:10,09:11,0910,FF3,Teoría,Planta Baja,0,1
01_Horario_Inicial,PROFESOR 13,1502/B,FUNDAMENTOS DE PROGRAMACIÓN,5,Jueves,09:10,09:11,0910,FF3,Teoría,Planta Baja,0,1
01_Horario_Inicial,PROFESOR 13,1502/B,FUNDAMENTOS DE PROGRAMACIÓN,5,Viernes,09:10,09:11,0910,FF3,Teoría,Planta Baja,0,1
01_Horario_Inicial,PROFESOR 13,750D/B,PROGRAMACIÓN WEB,5,Lunes,10:11,10:12,1011,LBD2,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 13,750D/B,PROGRAMACIÓN WEB,5,Martes,10:11,10:12,1011,FF8,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 13,750D/B,PROGRAMACIÓN WEB,5,Miercoles,10:11,10:12,1011,LBD2,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 13,750D/B,PROGRAMACIÓN WEB,5,Jueves,10:11,10:12,1011,FF8,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 13,750D/B,PROGRAMACIÓN WEB,5,Viernes,10:11,10:12,1011,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,3506/D,ESTRUCTURA DE DATOS,5,Lunes,16:17,16:18,1617,LR,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,3506/D,ESTRUCTURA DE DATOS,5,Martes,16:17,16:18,1617,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,3506/D,ESTRUCTURA DE DATOS,5,Miercoles,16:17,16:18,1617,LR,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,3506/D,ESTRUCTURA DE DATOS,5,Jueves,16:17,16:18,1617,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,3506/D,ESTRUCTURA DE DATOS,5,Viernes,16:17,16:18,1617,LR,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,2502/D,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Lunes,17:18,17:19,1718,FFD,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 14,2502/D,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Martes,17:18,17:19,1718,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,2502/D,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Miercoles,17:18,17:19,1718,FFD,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 14,2502/D,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Jueves,17:18,17:19,1718,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,2502/D,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Viernes,17:18,17:19,1718,LBD,Laboratorio,Segundo Piso,0,0
01_Horario_Inicial,PROFESOR 14,4505/C,TÓPICOS AVANZADOS DE PROGRAMACIÓN,5,Lunes,18:19,18:20,1819,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,4505/C,TÓPICOS AVANZADOS DE PROGRAMACIÓN,5,Martes,18:19,18:20,1819,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,4505/C,TÓPICOS AVANZADOS DE PROGRAMACIÓN,5,Miercoles,18:19,18:20,1819,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,4505/C,TÓPICOS AVANZADOS DE PROGRAMACIÓN,5,Jueves,18:19,18:20,1819,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 14,4505/C,TÓPICOS AVANZADOS DE PROGRAMACIÓN,5,Viernes,18:19,18:20,1819,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 15,3506/A,ESTRUCTURA DE DATOS,5,Lunes,09:10,09:11,0910,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 15,3506/A,ESTRUCTURA DE DATOS,5,Martes,09:10,09:11,0910,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 15,3506/A,ESTRUCTURA DE DATOS,5,Miercoles,09:10,09:11,0910,LCG1,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 15,3506/A,ESTRUCTURA DE DATOS,5,Jueves,09:10,09:11,0910,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 15,3506/A,ESTRUCTURA DE DATOS,5,Viernes,09:10,09:11,0910,FFC,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 15,2502/C,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Lunes,10:11,10:12,1011,FFD,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 15,2502/C,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Martes,10:11,10:12,1011,LCG2,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 15,2502/C,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Miercoles,10:11,10:12,1011,FFD,Teoría,Planta Alta,0,0
01_Horario_Inicial,PROFESOR 15,2502/C,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Jueves,10:11,10:12,1011,LCG2,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 15,2502/C,PROGRAMACIÓN ORIENTADA A OBJETOS,5,Viernes,10:11,10:12,1011,LIA,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 15,3116/A,ESTRUCTURA DE DATOS,5,Lunes,11:12,11:13,1112,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 15,3116/A,ESTRUCTURA DE DATOS,5,Martes,11:12,11:13,1112,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 15,3116/A,ESTRUCTURA DE DATOS,5,Miercoles,11:12,11:13,1112,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 15,3116/A,ESTRUCTURA DE DATOS,5,Jueves,11:12,11:13,1112,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 15,3116/A,ESTRUCTURA DE DATOS,5,Viernes,11:12,11:13,1112,AV1,INVÁLIDO,N/A,1,0
01_Horario_Inicial,PROFESOR 16,2531/C,PROGRAMACIÓN,4,Lunes,09:10,09:11,0910,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 16,2531/C,PROGRAMACIÓN,4,Martes,09:10,09:11,0910,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 16,2531/C,PROGRAMACIÓN,4,Miercoles,09:10,09:11,0910,LSO,Laboratorio,Primer Piso,0,0
01_Horario_Inicial,PROFESOR 16,2531/C,PROGRAMACIÓN,4,Jueves,09:10,09:11,0910,FF7,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 16,3505/A,SISTEMAS OPERATIVOS,4,Lunes,10:11,10:12,1011,FF6,Teoría,Planta Baja,0,0
01_Horario_Inicial,PROFESOR 16,3505/A,SISTEMAS OPERATIVOS,4,Martes,10:11,10:12,1011,FF3,Teoría,Planta Baja,0,0
